instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r clique-par/t4 clique-par/t2 clique-prime clique-prime-par/t32 james-cpp-max-prime james-cpp-max-prime-par/t32
mcs10_r005_s20_AB01 3 0 4 5 5 7 5 1 2 4 31 24 4 2 3 3 7 0 4
mcs10_r005_s20_AB02 5 5 5 6 5 8 6 3 3 6 32 23 6 3 3 4 6 4 7
mcs10_r005_s20_AB03 1 0 3 4 5 6 4 1 2 4 27 26 4 1 1 1 3 0 4
mcs10_r005_s20_AB04 2 0 4 4 6 7 4 1 2 5 35 18 4 2 2 2 7 0 5
mcs10_r005_s20_AB05 11 5 5 7 8 8 8 1 1 3 17 35 3 5 7 11 9 3 3
mcs10_r005_s20_AB06 4 1 4 5 6 6 5 1 2 5 17 28 5 3 3 3 6 0 5
mcs10_r005_s20_AB07 7 0 4 6 6 8 5 1 1 3 34 28 3 3 4 6 7 0 3
mcs10_r005_s20_AB08 2 0 3 5 5 6 5 0 1 3 24 34 2 1 1 2 5 0 2
mcs10_r005_s20_AB09 3 14 5 5 6 7 5 1 3 6 39 12 7 3 2 2 6 3 5
mcs10_r005_s25_AB00 18 61 9 10 12 13 10 3 4 8 41 23 7 9 12 18 14 79 7
mcs10_r005_s25_AB01 4 20 6 6 6 9 8 3 3 6 21 30 5 4 4 4 8 12 5
mcs10_r005_s25_AB02 9 16 8 8 9 11 10 4 5 8 35 40 8 7 7 6 8 11 8
mcs10_r005_s25_AB03 5 15 8 8 7 10 9 1 2 8 34 28 5 6 5 5 8 9 5
mcs10_r005_s25_AB04 24 5 10 12 11 11 10 1 2 5 28 25 5 10 15 13 10 1 4
mcs10_r005_s25_AB05 75 27 12 12 13 16 13 1 2 5 27 27 5 16 40 41 14 17 7
mcs10_r005_s25_AB06 4 0 5 6 6 7 6 0 1 2 35 28 2 5 4 4 6 0 2
mcs10_r005_s25_AB07 20 27 8 10 9 12 8 1 3 6 25 20 6 8 8 10 9 26 7
mcs10_r005_s25_AB08 7 8 6 9 9 11 9 1 2 4 29 32 4 6 6 7 9 8 4
mcs10_r005_s25_AB09 19 18 8 8 10 10 10 2 4 6 27 27 5 8 13 21 11 13 6
mcs10_r005_s30_AB00 6 4 7 7 9 10 8 1 2 5 32 25 4 5 5 4 7 1 5
mcs10_r005_s30_AB01 7 8 5 6 8 8 6 1 2 6 24 21 6 4 5 7 7 3 6
mcs10_r005_s30_AB02 3 8 5 5 5 7 6 1 3 5 20 19 4 2 3 3 6 5 4
mcs10_r005_s30_AB03 4 5 5 6 7 8 7 1 2 4 19 39 3 4 3 3 8 2 4
mcs10_r005_s30_AB04 3 6 4 4 5 8 6 2 3 6 23 19 7 2 3 3 6 5 6
mcs10_r005_s30_AB05 8 17 6 7 8 10 6 2 3 4 26 24 4 4 5 8 8 26 4
mcs10_r005_s30_AB06 1 1 4 4 5 6 4 1 2 4 12 18 4 2 1 1 5 1 4
mcs10_r005_s30_AB07 3 5 4 5 6 7 6 2 3 5 29 19 4 4 3 2 6 3 4
mcs10_r005_s30_AB08 2 0 4 4 5 6 5 1 2 4 13 11 4 3 2 2 6 1 4
mcs10_r005_s30_AB09 5 2 5 6 8 6 6 1 2 3 34 37 5 4 4 6 6 2 4
mcs10_r005_s35_AB00 4 9 6 7 8 10 8 1 2 5 39 25 5 5 4 4 8 5 5
mcs10_r005_s35_AB01 9 17 7 7 7 10 10 3 5 6 27 27 6 5 5 6 9 9 7
mcs10_r005_s35_AB02 11 309 9 10 9 11 10 22 22 21 47 31 33 8 8 11 10 293 23
mcs10_r005_s35_AB03 24 16 8 10 11 14 11 1 3 6 28 22 6 10 16 19 12 8 6
mcs10_r005_s35_AB04 35 176 14 13 13 13 13 22 19 17 29 20 18 12 20 25 13 58 22
mcs10_r005_s35_AB05 8 112 7 7 8 10 8 20 20 20 30 52 18 7 6 8 10 23 18
mcs10_r005_s35_AB06 42 167 13 13 13 14 15 13 13 17 39 24 15 17 24 42 15 165 16
mcs10_r005_s35_AB07 12 64 7 7 8 11 10 6 5 8 21 31 9 6 8 5 8 24 9
mcs10_r005_s35_AB08 30 350 12 13 16 17 19 9 8 10 20 40 10 12 18 18 14 121 11
mcs10_r005_s35_AB09 16 294 11 10 12 15 11 17 15 18 23 17 9 11 11 19 11 104 14
mcs10_r005_s40_AB00 15 24 9 10 11 13 12 3 3 5 25 30 5 8 10 12 11 24 6
mcs10_r005_s40_AB01 49 73 17 17 17 19 18 36 37 36 32 48 38 19 30 59 17 86 35
mcs10_r005_s40_AB02 83 334 17 19 21 23 21 43 41 30 40 32 43 24 40 67 22 310 41
mcs10_r005_s40_AB03 458 119 74 43 41 60 43 8 11 13 64 61 13 121 225 425 43 116 13
mcs10_r005_s40_AB04 200 611 40 30 30 32 33 96 76 83 51 56 83 64 110 207 31 499 87
mcs10_r005_s40_AB05 7 119 8 9 9 11 8 5 4 8 28 37 10 6 6 6 9 119 9
mcs10_r005_s40_AB06 33 103 13 16 15 15 14 37 33 31 27 26 34 12 18 26 15 94 33
mcs10_r005_s40_AB07 76 990 21 19 22 24 20 65 61 55 35 27 62 29 42 72 19 917 70
mcs10_r005_s40_AB08 1038 451 152 90 71 76 73 34 21 24 135 153 33 277 542 1033 70 445 29
mcs10_r005_s40_AB09 99 448 20 23 23 25 23 50 54 38 44 31 51 31 55 39 18 335 37
mcs10_r005_s50_AB00 781 6186 124 85 69 89 66 500 408 320 91 115 366 235 420 719 62 5244 494
mcs10_r005_s50_AB01 1035 25217 114 77 64 97 68 868 643 510 103 91 477 243 539 754 73 10641 495
mcs10_r005_s50_AB02 12461 11358 1042 479 321 385 308 888 666 666 841 805 627 2326 5937 4988 273 3008 675
mcs10_r005_s50_AB03 1261 4748 165 101 85 87 81 377 398 511 125 106 376 315 620 1159 81 3510 379
mcs10_r005_s50_AB04 7210 12642 747 435 286 301 286 82 62 44 542 578 59 1477 3114 5510 282 12307 47
mcs10_r005_s50_AB05 4639 13215 622 368 238 259 237 1496 1551 1380 365 374 1310 1193 2416 4563 243 10153 1411
mcs10_r005_s50_AB06 11162 26525 1225 633 447 454 453 4310 3601 3358 807 778 3478 2441 5590 9251 442 18838 3507
mcs10_r005_s50_AB07 649 464 80 58 59 69 56 10 16 14 86 92 9 127 313 425 55 257 12
mcs10_r005_s50_AB08 1153 5144 204 99 83 94 85 410 329 291 154 154 333 334 578 965 77 4837 279
mcs10_r005_s50_AB09 283 6143 42 32 35 39 37 215 130 98 76 67 81 76 149 143 39 2702 72
mcs10_r005_s60_AB00 199 6100 32 31 28 26 31 4777 4843 5678 35 32 4830 58 98 153 33 4728 4784
mcs10_r005_s60_AB01 50 2086 16 18 22 24 21 821 559 548 31 32 524 19 31 47 20 1640 504
mcs10_r005_s60_AB02 1485 6758 224 128 98 96 100 2026 1669 1756 151 131 1910 386 760 1474 91 4532 2053
mcs10_r005_s60_AB03 585 9240 92 61 60 64 55 1398 1407 1418 74 65 1440 161 306 589 63 8555 1391
mcs10_r005_s60_AB04 454 1922 64 46 43 50 46 511 511 519 52 58 536 115 213 361 43 1484 479
mcs10_r005_s60_AB05 1436 8273 206 122 94 112 96 1315 1314 1399 162 148 1376 381 742 1426 100 7633 1404
mcs10_r005_s60_AB06 458 3644 44 32 35 37 39 1848 1845 1844 55 57 1920 108 230 210 37 1938 1879
mcs10_r005_s60_AB07 236 5408 42 29 28 40 31 1314 1465 959 42 36 971 65 121 212 34 4353 982
mcs10_r005_s60_AB08 131 4268 24 24 28 31 27 454 268 247 34 33 272 39 72 110 27 3610 725
mcs10_r005_s60_AB09 184 2585 32 23 31 28 27 410 401 418 39 35 396 51 91 150 28 2450 418
mcs10_r005_s70_AB00 7318 100000 830 432 296 302 295 29594 27232 26201 391 391 26260 1658 3849 5190 263 90970 25940
mcs10_r005_s70_AB01 2222 27729 285 200 152 146 152 21970 22214 22156 144 172 22219 514 1032 899 76 13469 22167
mcs10_r005_s70_AB02 8239 100000 886 473 353 364 347 62611 62662 31413 496 519 60307 1697 3512 6812 353 96066 54898
mcs10_r005_s70_AB03 38016 100000 4515 2432 1812 1799 1861 60506 60937 45751 2498 2502 58556 8775 18798 34503 1566 100000 48052
mcs10_r005_s70_AB04 42117 100000 5222 2659 1903 1889 1900 56411 52063 52346 2986 2962 52174 10076 20772 41792 1890 100000 52067
mcs10_r005_s70_AB05 3056 75057 422 240 187 200 195 25817 22803 22745 255 236 22871 762 1571 2858 162 40039 22685
mcs10_r005_s70_AB06 3995 26783 553 314 216 251 218 4015 3246 2940 324 335 2964 1055 2065 3912 203 22585 2969
mcs10_r005_s70_AB07 4898 58595 561 258 178 212 182 27653 27244 25189 286 342 28153 1241 2491 2701 155 33128 28098
mcs10_r005_s70_AB08 8447 46180 1102 571 399 421 404 8644 7800 7867 627 636 7754 2115 4264 8014 386 45316 7964
mcs10_r005_s70_AB09 14970 76960 1880 1017 703 708 699 12878 11708 11329 989 983 11569 3637 7376 14818 677 73400 11288
mcs10_r005_s80_AB00 100000 100000 99132 47652 35318 38130 35153 100000 100000 100001 52243 52291 100001 100001 100001 100000 33536 100000 100001
mcs10_r005_s80_AB01 100000 100000 27925 13994 9699 9713 9702 100000 100001 100003 14442 14264 100002 53448 100000 100000 9672 100000 100001
mcs10_r005_s80_AB02 63985 100000 7170 3316 2207 3259 2167 100000 100001 100002 3421 3422 100002 13939 28852 22469 997 100000 100002
mcs10_r005_s80_AB03 100000 100000 13106 6856 5967 5401 5989 100000 100001 100001 5646 6205 100001 26078 57950 83106 3782 100000 100002
mcs10_r005_s80_AB04 100000 100000 18257 9127 6726 6881 6755 100000 100001 100001 8898 8831 100001 35894 74744 100000 6296 100000 100002
mcs10_r005_s80_AB05 100000 100000 13085 6591 4885 4962 4890 100001 100001 100003 6851 7046 100002 25581 52130 100000 4786 100000 100003
mcs10_r005_s80_AB06 100000 100000 11160 5338 3729 3887 3750 100000 100001 100002 5505 5442 100002 25185 52133 78970 3646 100000 100002
mcs10_r005_s80_AB07 100000 100000 42515 21455 15439 15772 15491 100000 100001 100002 23045 22772 100002 82876 100000 100000 15398 100000 100002
mcs10_r005_s80_AB08 100000 100000 31241 17630 11080 10286 10989 100000 100001 100001 15438 14496 100001 58325 100000 100000 9826 100000 100001
mcs10_r005_s80_AB09 100000 100000 67603 33984 24533 24628 24577 100000 100001 100001 37009 36839 100001 100001 100000 100000 24527 100000 100001
mcs10_r005_s90_AB00 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100002 100001 100001 100000 100003 100000 100002
mcs10_r005_s90_AB01 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_r005_s90_AB02 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_r005_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100000 100001 100000 100000 100001 100001 100001 100001 100002 100000 100001
mcs10_r005_s90_AB04 100000 100000 100001 100002 100003 100015 100003 100000 100001 100001 100000 100000 100001 100001 100001 100000 100002 100000 100001
mcs10_r005_s90_AB05 100000 100000 100001 100011 88952 84814 88141 100000 100000 100002 100000 100000 100001 100001 100001 100000 82498 100000 100001
mcs10_r005_s90_AB06 100000 100000 49068 21224 15486 15658 15508 100000 100001 100001 21081 20915 100001 98805 100001 100000 15167 100000 100002
mcs10_r005_s90_AB07 100000 100000 100001 54075 42960 43400 43010 100000 100000 100001 70121 72577 100001 100001 100001 100000 40893 100000 100001
mcs10_r005_s90_AB08 100000 100000 100001 100002 100003 100004 100002 100000 100000 100001 100000 100001 100002 100001 100001 100000 100003 100000 100002
mcs10_r005_s90_AB09 100000 100000 100001 100002 100002 100004 100003 100000 100000 100001 100000 100000 100001 100001 100001 100000 100003 100000 100001
mcs10_r01_s100_AB00 462 8222 85 62 54 58 54 29402 29335 29404 81 73 29292 130 240 348 53 6239 28201
mcs10_r01_s100_AB01 349 6118 69 49 45 53 46 9676 11089 9664 57 57 9661 105 190 355 41 6118 10717
mcs10_r01_s100_AB02 314 4292 68 46 41 52 37 16069 16017 16709 46 61 16116 95 173 227 36 4227 16239
mcs10_r01_s100_AB03 111 2055 31 27 27 34 30 8652 8809 8925 39 72 8962 44 65 80 25 1790 8973
mcs10_r01_s100_AB04 179 7004 42 33 37 40 34 25011 24895 25031 48 61 25251 58 102 156 33 6450 25241
mcs10_r01_s100_AB05 304 5542 63 43 44 47 43 24783 24807 24819 48 70 24904 94 167 285 44 5223 25056
mcs10_r01_s100_AB06 592 8759 98 67 63 63 59 34821 34827 34784 75 87 34791 160 304 428 50 8684 34866
mcs10_r01_s100_AB07 350 7178 73 52 51 50 48 33224 32869 32911 55 54 33163 108 184 253 37 5872 33084
mcs10_r01_s100_AB08 424 7984 76 53 45 49 46 29668 29486 29795 56 62 29504 123 222 400 46 8005 28477
mcs10_r01_s100_AB09 449 7389 83 55 49 55 46 24552 22086 24582 64 62 24513 132 243 442 47 7396 24849
mcs10_r01_s20_AB00 2 0 4 5 5 7 6 1 2 5 12 56 5 2 2 1 7 0 6
mcs10_r01_s20_AB01 2 0 3 4 5 7 5 1 3 5 21 33 4 1 1 1 5 0 4
mcs10_r01_s20_AB02 1 0 2 4 5 6 5 1 3 5 21 19 4 1 1 1 5 0 4
mcs10_r01_s20_AB03 1 0 3 4 5 6 4 1 2 4 18 26 4 2 1 1 5 0 5
mcs10_r01_s20_AB04 2 2 4 5 5 7 6 1 2 5 15 12 5 3 2 1 6 1 5
mcs10_r01_s20_AB05 2 0 4 5 5 8 5 1 2 4 29 23 5 2 2 2 6 0 4
mcs10_r01_s20_AB06 1 0 3 4 6 7 5 1 2 4 27 11 3 2 1 1 6 0 4
mcs10_r01_s20_AB07 1 0 4 5 5 6 5 1 2 5 13 10 3 2 1 1 6 0 6
mcs10_r01_s20_AB08 1 0 3 4 5 6 4 1 2 4 17 10 4 2 1 1 3 0 4
mcs10_r01_s20_AB09 1 0 3 5 5 7 5 1 2 4 21 18 4 2 2 2 7 1 4
mcs10_r01_s25_AB00 4 4 6 6 8 9 8 2 4 6 38 31 7 6 4 4 7 3 6
mcs10_r01_s25_AB01 4 7 5 7 8 9 8 3 3 7 24 28 7 4 4 4 8 2 7
mcs10_r01_s25_AB02 3 1 5 5 7 8 7 1 3 5 31 11 6 4 3 3 6 1 5
mcs10_r01_s25_AB03 2 0 3 5 5 7 6 1 2 4 28 25 4 3 2 2 5 0 5
mcs10_r01_s25_AB04 5 4 6 8 7 10 9 1 2 4 15 14 5 5 5 5 9 3 5
mcs10_r01_s25_AB05 3 2 5 6 7 9 7 1 4 5 24 28 5 3 3 3 8 3 7
mcs10_r01_s25_AB06 5 6 7 7 7 9 9 2 3 7 43 22 6 4 4 4 8 5 5
mcs10_r01_s25_AB07 5 4 6 7 7 9 7 2 3 5 27 22 7 4 4 5 8 3 8
mcs10_r01_s25_AB08 4 6 7 6 6 8 7 3 3 7 31 26 8 4 4 4 8 6 7
mcs10_r01_s25_AB09 3 1 5 6 7 7 6 1 2 4 31 13 3 4 3 2 6 0 4
mcs10_r01_s30_AB00 2 2 4 5 5 8 6 2 2 5 19 21 7 2 2 2 6 1 5
mcs10_r01_s30_AB01 2 2 5 5 5 7 6 3 4 5 55 27 5 3 2 2 5 2 6
mcs10_r01_s30_AB02 2 1 3 4 6 7 6 1 2 3 20 35 3 2 2 2 6 1 3
mcs10_r01_s30_AB03 2 3 4 6 6 8 6 1 2 5 20 25 4 2 2 2 6 2 5
mcs10_r01_s30_AB04 2 7 4 4 5 7 6 5 5 8 22 25 7 3 2 2 5 4 9
mcs10_r01_s30_AB05 3 8 4 6 7 9 6 1 2 5 13 26 5 4 3 3 7 8 5
mcs10_r01_s30_AB06 2 2 4 4 7 8 6 3 2 5 29 32 4 3 2 2 6 2 5
mcs10_r01_s30_AB07 2 3 3 4 6 8 5 1 2 5 36 25 4 2 2 2 6 3 4
mcs10_r01_s30_AB08 2 1 4 5 5 8 6 1 3 6 21 10 5 2 2 2 5 1 5
mcs10_r01_s30_AB09 2 3 4 3 5 6 5 1 2 5 25 24 5 2 2 2 6 2 4
mcs10_r01_s35_AB00 4 9 6 7 9 10 8 4 4 8 20 30 7 4 4 4 8 6 6
mcs10_r01_s35_AB01 3 7 5 6 6 8 7 2 6 6 22 27 6 3 3 3 7 5 6
mcs10_r01_s35_AB02 3 4 4 5 6 8 7 3 3 6 13 43 8 4 3 3 7 2 7
mcs10_r01_s35_AB03 4 17 4 7 8 9 6 6 9 11 19 34 5 4 4 3 9 10 6
mcs10_r01_s35_AB04 5 9 5 6 7 9 7 5 5 6 23 33 7 4 4 4 7 8 6
mcs10_r01_s35_AB05 5 13 5 7 7 11 8 8 15 13 21 36 13 5 6 4 8 12 12
mcs10_r01_s35_AB06 3 9 7 7 6 9 7 5 5 8 23 25 10 5 3 3 8 9 11
mcs10_r01_s35_AB07 4 9 6 7 7 9 8 4 5 7 35 14 7 4 4 4 8 9 9
mcs10_r01_s35_AB08 5 7 5 7 7 8 8 10 9 11 22 38 12 4 4 4 10 7 11
mcs10_r01_s35_AB09 6 9 5 7 9 10 9 8 9 12 23 31 12 5 5 6 10 8 11
mcs10_r01_s40_AB00 8 40 8 10 10 11 9 14 15 15 29 28 16 6 7 8 10 33 16
mcs10_r01_s40_AB01 7 36 8 10 11 12 11 38 26 27 26 29 27 8 6 6 9 22 40
mcs10_r01_s40_AB02 18 53 11 14 13 16 13 31 29 25 27 30 26 11 13 21 15 39 22
mcs10_r01_s40_AB03 14 136 9 9 12 12 13 87 84 86 30 28 92 9 11 14 13 121 87
mcs10_r01_s40_AB04 14 35 8 10 13 15 11 78 70 68 35 53 73 8 10 9 11 19 74
mcs10_r01_s40_AB05 10 27 10 10 11 15 12 13 11 15 46 35 17 8 9 9 14 14 15
mcs10_r01_s40_AB06 12 14 10 13 12 13 12 10 12 13 24 23 12 8 10 12 11 14 11
mcs10_r01_s40_AB07 8 58 9 9 10 10 10 22 17 21 28 20 18 6 7 8 11 54 20
mcs10_r01_s40_AB08 5 16 6 8 9 10 9 6 7 8 28 22 8 5 5 5 8 15 8
mcs10_r01_s40_AB09 12 33 9 12 11 14 12 32 28 27 24 32 25 9 10 10 12 23 25
mcs10_r01_s50_AB00 54 363 20 22 21 23 23 547 401 430 36 35 358 24 35 45 21 286 442
mcs10_r01_s50_AB01 283 862 54 38 33 48 33 1064 918 1016 59 54 828 84 154 191 36 807 859
mcs10_r01_s50_AB02 37 122 19 22 24 24 24 156 124 105 38 37 151 20 23 24 21 89 110
mcs10_r01_s50_AB03 172 996 41 34 37 38 36 1138 1056 909 55 47 963 55 92 158 33 1031 956
mcs10_r01_s50_AB04 143 960 33 32 30 38 31 440 389 357 64 37 487 48 82 141 33 932 475
mcs10_r01_s50_AB05 188 2222 45 37 36 39 34 1432 1418 966 63 48 905 60 104 186 34 2173 1130
mcs10_r01_s50_AB06 107 349 30 27 26 30 24 404 406 332 39 56 385 40 64 104 29 318 325
mcs10_r01_s50_AB07 102 490 32 29 28 29 29 1385 1074 976 44 36 962 38 59 64 28 358 976
mcs10_r01_s50_AB08 171 849 39 30 33 35 32 690 680 635 37 57 658 60 96 145 29 901 664
mcs10_r01_s50_AB09 101 271 28 26 25 28 28 318 305 176 57 52 213 39 58 84 27 243 292
mcs10_r01_s60_AB00 17 146 12 13 16 18 17 227 232 290 33 40 296 11 14 17 15 84 241
mcs10_r01_s60_AB01 16 139 11 13 12 15 13 352 348 354 27 31 353 11 12 15 11 140 360
mcs10_r01_s60_AB02 32 280 12 13 16 18 17 427 404 410 24 29 405 17 21 27 16 264 424
mcs10_r01_s60_AB03 31 381 15 16 17 18 17 767 754 774 24 30 690 15 21 28 16 344 767
mcs10_r01_s60_AB04 43 356 16 17 17 21 16 251 205 197 32 24 202 18 27 39 17 357 193
mcs10_r01_s60_AB05 45 661 15 17 20 19 16 828 899 869 27 34 834 21 28 44 20 633 811
mcs10_r01_s60_AB06 33 220 16 16 15 16 17 485 543 459 21 26 478 17 22 29 15 197 485
mcs10_r01_s60_AB07 19 124 11 12 15 16 14 184 166 168 29 28 168 11 14 18 13 124 168
mcs10_r01_s60_AB08 21 216 13 15 14 16 14 218 320 180 28 38 204 12 15 20 14 160 322
mcs10_r01_s60_AB09 19 158 14 16 14 17 16 556 529 539 41 30 542 13 15 17 16 130 542
mcs10_r01_s70_AB00 229 4221 47 36 36 39 40 5541 5435 5290 55 66 5396 72 128 228 40 4102 5269
mcs10_r01_s70_AB01 186 1650 40 32 34 33 35 2936 3058 2915 41 51 2902 66 110 173 36 1619 2874
mcs10_r01_s70_AB02 122 1776 32 30 33 29 27 4725 4669 4369 43 37 4737 46 71 117 33 1347 4438
mcs10_r01_s70_AB03 288 2224 59 43 43 44 42 6352 6342 5777 60 57 5773 92 154 250 36 1775 5788
mcs10_r01_s70_AB04 142 951 38 29 27 27 33 2320 1937 2123 44 48 1877 48 81 78 26 868 1916
mcs10_r01_s70_AB05 121 1523 32 29 32 30 28 2528 2631 2414 53 55 2516 48 71 86 26 1297 2463
mcs10_r01_s70_AB06 80 1327 26 24 26 24 24 2247 2228 2265 60 32 2312 31 49 77 27 1277 2247
mcs10_r01_s70_AB07 171 2004 41 31 31 39 34 5142 5158 5156 50 74 5398 55 96 116 31 1467 5161
mcs10_r01_s70_AB08 301 2170 59 44 42 53 39 5115 5044 5180 66 73 5062 92 157 283 42 1974 5086
mcs10_r01_s70_AB09 111 1009 29 28 27 27 29 3363 3361 3339 65 36 3393 39 66 113 29 892 3339
mcs10_r01_s80_AB00 1170 10252 176 107 95 109 92 31471 22688 30989 112 136 22899 322 605 1112 92 10127 30713
mcs10_r01_s80_AB01 2481 18211 344 224 158 172 156 38182 38153 39168 240 217 38145 647 1268 2413 158 17857 38273
mcs10_r01_s80_AB02 1127 15907 171 108 90 101 92 38000 43272 36013 131 124 35903 313 583 1114 95 14833 35648
mcs10_r01_s80_AB03 871 9275 135 85 73 88 75 32123 30055 29953 102 97 30300 238 463 700 71 7863 30282
mcs10_r01_s80_AB04 2026 21289 290 164 137 144 125 50869 47501 47060 179 186 47116 534 1051 1946 132 21140 47165
mcs10_r01_s80_AB05 1848 12440 261 144 116 127 115 52468 47696 48146 174 154 47869 484 954 1568 120 11003 48411
mcs10_r01_s80_AB06 2039 14862 286 173 138 145 137 51151 47006 47358 195 187 50897 541 1048 1947 133 14854 47356
mcs10_r01_s80_AB07 1059 13436 152 99 88 85 87 15034 13738 13931 115 105 14030 274 542 1026 79 13371 13752
mcs10_r01_s80_AB08 2095 17024 274 154 132 143 130 69310 64790 64963 169 167 64680 522 1049 1763 120 14845 64862
mcs10_r01_s80_AB09 1985 14365 287 164 133 148 132 51895 50511 51701 178 185 51523 516 1014 1875 125 13753 52120
mcs10_r01_s90_AB00 21327 100000 2663 1395 1136 1146 1126 100000 100000 100001 2129 2116 100001 5156 10611 21138 1126 100000 100001
mcs10_r01_s90_AB01 10924 49161 1384 782 581 579 585 100000 100001 100002 1022 1027 100001 2669 5479 6358 377 39828 100002
mcs10_r01_s90_AB02 16743 100000 2122 1065 848 849 848 100001 100001 100002 1612 1627 100003 4099 8303 15477 846 100000 100003
mcs10_r01_s90_AB03 6594 49756 869 501 345 390 330 100001 100001 100002 458 472 100002 1647 3274 6337 347 43804 100002
mcs10_r01_s90_AB04 9803 95994 1246 656 450 481 441 100000 100001 100002 654 645 100002 2448 4848 8402 428 81564 100002
mcs10_r01_s90_AB05 11672 77238 1454 778 529 538 535 100000 100000 100001 774 800 100001 2861 5771 10346 522 76107 100001
mcs10_r01_s90_AB06 11327 38103 1477 831 633 652 625 100000 100001 100002 1154 1185 100002 2837 5619 10841 607 37644 100002
mcs10_r01_s90_AB07 10465 100000 1405 782 641 653 631 100000 100001 100002 1142 1149 100002 2597 5220 10296 579 93586 100002
mcs10_r01_s90_AB08 26162 99170 3283 1692 1366 1244 1355 100000 100001 100002 2596 2589 100002 6308 12950 18096 966 98162 100001
mcs10_r01_s90_AB09 6080 45880 831 514 359 440 362 100000 100001 100002 439 450 100002 1549 3076 5604 302 37221 100002
mcs10_r02_s100_AB00 16 71 15 17 17 21 17 1497 1554 1530 42 37 1600 15 15 18 18 58 1552
mcs10_r02_s100_AB01 19 130 16 19 20 21 20 2186 2215 2356 25 33 2304 16 17 23 19 146 2321
mcs10_r02_s100_AB02 18 108 16 17 19 22 19 2975 2941 2987 65 29 2818 15 16 16 18 98 2986
mcs10_r02_s100_AB03 16 67 13 16 19 21 17 1807 1820 1808 33 46 1864 13 17 14 18 67 1917
mcs10_r02_s100_AB04 15 67 15 15 17 19 18 1527 1557 1563 30 41 1556 12 14 14 16 66 1480
mcs10_r02_s100_AB05 13 56 14 15 16 18 17 1186 1141 1217 29 29 1155 13 12 12 15 48 1186
mcs10_r02_s100_AB06 16 83 14 16 16 18 17 1768 1798 1736 38 33 1737 14 15 14 17 79 1779
mcs10_r02_s100_AB07 17 91 15 17 18 21 21 2839 2821 2817 44 25 2828 16 15 16 19 88 2858
mcs10_r02_s100_AB08 17 79 15 17 18 20 18 2247 2172 2211 41 35 2192 14 16 17 18 75 2123
mcs10_r02_s100_AB09 17 106 14 17 17 22 18 1889 1909 1879 39 29 1884 15 15 15 20 82 1859
