instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r
mcs90_m3Dr2_s10_AB05 0 0 1 3 4 6 3 0 1 1 40 16 2
mcs90_m3Dr2_s10_AB06 0 0 2 3 3 5 4 0 1 1 17 24 1
mcs90_m3Dr2_s10_AB07 0 0 2 3 4 6 4 0 1 2 16 40 2
mcs90_m3Dr2_s10_AB08 0 0 3 4 3 6 3 0 1 1 16 9 2
mcs90_m3Dr2_s10_AB09 0 0 3 3 2 4 4 0 0 1 11 17 1
mcs90_m3Dr2_s30_AB00 2 0 3 5 6 8 6 1 1 3 11 19 3
mcs90_m3Dr2_s30_AB01 3 0 5 5 6 8 6 0 1 2 11 16 2
mcs90_m3Dr2_s30_AB02 3 0 6 5 6 9 6 0 0 1 12 24 1
mcs90_m3Dr2_s30_AB03 3 0 5 7 7 9 7 0 1 2 12 11 2
mcs90_m3Dr2_s30_AB04 3 0 6 5 7 8 7 0 1 1 20 20 1
mcs90_m3Dr2_s30_AB05 3 0 5 5 7 7 6 0 0 1 25 19 1
mcs90_m3Dr2_s30_AB06 3 0 5 6 8 8 8 0 1 1 21 14 1
mcs90_m3Dr2_s30_AB07 3 0 5 6 7 10 7 0 1 2 20 13 1
mcs90_m3Dr2_s30_AB08 3 0 5 6 9 9 6 0 1 1 21 23 1
mcs90_m3Dr2_s30_AB09 2 0 4 5 6 7 6 0 1 2 20 20 3
mcs90_m3Dr2_s70_AB00 30 0 27 28 34 33 32 0 1 1 40 44 2
mcs90_m3Dr2_s70_AB01 29 0 29 31 34 33 33 0 1 2 52 52 2
mcs90_m3Dr2_s70_AB02 26 0 28 29 30 31 30 0 1 1 39 58 1
mcs90_m3Dr2_s70_AB03 32 0 36 34 35 34 35 0 1 1 41 59 1
mcs90_m3Dr2_s70_AB04 23 0 30 30 26 29 28 0 1 1 44 39 2
mcs90_m3Dr2_s70_AB05 24 0 24 26 27 28 28 1 1 3 42 32 2
mcs90_m3Dr2_s70_AB06 26 0 28 30 31 32 33 0 1 2 50 42 2
mcs90_m3Dr2_s70_AB07 25 0 27 29 31 30 30 0 0 2 61 56 1
mcs90_m3Dr2_s70_AB08 27 0 32 30 31 35 35 1 1 2 38 54 2
mcs90_m3Dr2_s70_AB09 25 0 26 28 29 34 31 1 1 1 44 50 1
mcs90_m3Dr2_s80_AB00 394 994 65 65 71 78 71 93 103 102 101 107 102
mcs90_m3Dr2_s80_AB01 57 8 40 45 46 49 42 9 8 9 64 66 9
mcs90_m3Dr2_s80_AB02 44 27 47 49 52 48 47 15 11 16 57 63 17
mcs90_m3Dr2_s80_AB03 49 1 39 46 44 44 44 1 2 3 79 54 4
mcs90_m3Dr2_s80_AB04 63 130 48 54 54 50 49 10 6 18 59 58 6
mcs90_m3Dr2_s80_AB05 251 10 42 45 56 47 52 7 8 7 59 64 8
mcs90_m3Dr2_s80_AB06 58 3 49 54 53 51 51 2 3 4 76 74 5
mcs90_m3Dr2_s80_AB07 101 11 40 42 42 43 49 10 11 12 66 55 12
mcs90_m3Dr2_s80_AB08 49 11 46 44 47 47 47 9 9 9 72 80 10
mcs90_m3Dr2_s80_AB09 37 2741 37 42 39 41 41 7 10 10 49 57 8
mcs90_m3Dr4_s10_AB00 0 0 2 3 3 5 4 0 0 1 22 18 1
mcs90_m3Dr4_s10_AB01 0 0 3 3 4 4 4 1 1 3 10 9 2
mcs90_m3Dr4_s10_AB02 0 0 3 2 3 5 4 0 1 3 11 11 2
mcs90_m3Dr4_s10_AB03 0 0 2 3 4 5 4 0 1 2 16 20 2
mcs90_m3Dr4_s10_AB04 0 0 2 3 2 5 4 0 1 2 8 25 2
mcs90_m3Dr4_s10_AB05 0 0 3 3 4 6 2 0 1 2 18 9 1
mcs90_m3Dr4_s10_AB06 0 0 2 3 3 5 4 0 1 1 11 19 1
mcs90_m3Dr4_s10_AB07 0 0 2 3 4 5 4 0 1 2 25 18 1
mcs90_m3Dr4_s10_AB08 0 0 3 3 3 5 2 0 1 1 17 17 2
mcs90_m3Dr4_s10_AB09 0 0 2 3 4 5 4 0 1 2 23 10 2
mcs90_m3Dr4_s30_AB00 3 0 6 7 8 9 7 0 0 1 11 25 1
mcs90_m3Dr4_s30_AB01 3 0 4 6 7 8 7 0 1 1 22 20 2
mcs90_m3Dr4_s30_AB02 3 0 6 5 6 9 7 0 1 2 19 20 2
mcs90_m3Dr4_s30_AB03 3 0 4 5 7 8 6 0 0 1 13 30 1
mcs90_m3Dr4_s30_AB04 5 0 6 9 8 12 9 0 1 2 13 12 1
mcs90_m3Dr4_s30_AB05 3 0 6 5 7 8 6 0 1 2 29 20 1
mcs90_m3Dr4_s30_AB06 2 0 5 6 6 8 7 0 1 1 18 12 1
mcs90_m3Dr4_s30_AB07 4 0 7 6 6 8 6 0 1 2 13 20 2
mcs90_m3Dr4_s30_AB08 2 0 3 4 6 8 6 0 1 1 19 30 1
mcs90_m3Dr4_s30_AB09 3 0 5 6 6 9 7 0 1 2 20 16 3
mcs90_m3Dr4_s70_AB00 29 0 31 31 34 36 32 0 1 1 44 47 1
mcs90_m3Dr4_s70_AB01 21 0 25 29 26 28 24 1 1 2 33 38 2
mcs90_m3Dr4_s70_AB02 23 0 25 29 26 30 26 1 1 2 57 30 2
mcs90_m3Dr4_s70_AB03 24 0 25 28 27 30 29 0 1 2 39 41 2
mcs90_m3Dr4_s70_AB04 29 0 31 33 34 35 32 1 1 2 47 47 2
mcs90_m3Dr4_s70_AB05 46 0 31 34 33 37 32 0 1 1 83 50 1
mcs90_m3Dr4_s70_AB06 38 0 38 41 43 42 48 1 2 3 64 45 3
mcs90_m3Dr4_s70_AB07 31 0 26 27 27 29 28 0 1 2 31 40 2
mcs90_m3Dr4_s70_AB08 27 0 29 30 33 36 33 1 1 2 39 65 3
mcs90_m3Dr4_s70_AB09 29 4 25 25 28 31 29 1 2 2 41 38 3
mcs90_m3Dr4_s80_AB00 40 238 43 43 44 47 43 186 189 179 54 58 178
mcs90_m3Dr4_s80_AB01 39 1 40 43 44 44 43 1 2 3 55 49 4
mcs90_m3Dr4_s80_AB02 43 5 44 46 45 47 46 6 6 8 67 64 7
mcs90_m3Dr4_s80_AB03 110 5 39 41 41 43 47 5 5 5 59 50 7
mcs90_m3Dr4_s80_AB04 56 15 42 42 50 46 48 13 13 15 72 58 13
mcs90_m3Dr4_s80_AB05 57 143 42 46 42 45 47 2 3 4 57 59 4
mcs90_m3Dr4_s80_AB06 41 64 42 45 44 47 46 33 35 36 54 64 36
mcs90_m3Dr4_s80_AB07 51 36 48 53 50 52 55 30 21 33 58 66 30
mcs90_m3Dr4_s80_AB08 40 96 40 46 48 44 41 63 59 62 55 56 49
mcs90_m3Dr4_s80_AB09 49 788 48 52 56 58 53 756 733 728 66 66 752
mcs90_m3Dr6_s10_AB00 0 0 3 3 4 6 4 0 1 2 8 18 1
mcs90_m3Dr6_s10_AB01 0 0 3 3 4 6 4 0 1 2 22 10 2
mcs90_m3Dr6_s10_AB02 0 0 3 3 4 6 4 0 1 1 19 24 1
mcs90_m3Dr6_s10_AB03 0 0 2 4 4 5 4 0 1 2 10 16 3
mcs90_m3Dr6_s10_AB04 0 0 2 4 3 6 5 0 1 1 18 19 3
mcs90_m3Dr6_s10_AB05 0 0 2 3 4 6 3 0 1 1 34 10 1
mcs90_m3Dr6_s10_AB06 0 0 1 1 5 6 3 0 1 2 15 36 2
mcs90_m3Dr6_s10_AB07 0 0 3 3 4 4 4 0 1 2 21 16 2
mcs90_m3Dr6_s10_AB08 0 0 2 3 4 5 4 0 1 3 11 21 2
mcs90_m3Dr6_s10_AB09 0 0 2 2 4 4 4 0 0 2 22 25 1
mcs90_m3Dr6_s30_AB00 3 0 6 7 7 10 9 0 1 2 20 12 2
mcs90_m3Dr6_s30_AB01 3 0 5 5 5 8 6 0 0 2 18 19 1
mcs90_m3Dr6_s30_AB02 2 0 3 5 6 8 6 0 0 1 12 11 1
mcs90_m3Dr6_s30_AB03 3 0 5 5 5 8 6 0 1 2 15 16 2
mcs90_m3Dr6_s30_AB04 2 0 5 5 7 8 6 0 1 1 19 19 1
mcs90_m3Dr6_s30_AB05 3 0 5 5 7 9 7 0 1 1 11 20 1
mcs90_m3Dr6_s30_AB06 3 0 5 6 7 8 7 0 1 2 12 20 2
mcs90_m3Dr6_s30_AB07 3 0 5 5 7 9 7 0 1 1 13 27 1
mcs90_m3Dr6_s30_AB08 3 0 5 7 5 9 8 0 0 1 23 22 1
mcs90_m3Dr6_s30_AB09 3 0 5 6 7 9 7 0 1 2 12 11 2
mcs90_m3Dr6_s70_AB00 24 0 25 29 28 30 28 0 1 1 35 54 1
mcs90_m3Dr6_s70_AB01 24 0 26 27 28 30 29 0 1 1 41 42 1
mcs90_m3Dr6_s70_AB02 28 0 24 28 29 29 26 0 1 2 46 29 2
mcs90_m3Dr6_s70_AB03 26 11 26 31 29 32 30 1 1 3 34 55 3
mcs90_m3Dr6_s70_AB04 35 0 38 39 37 41 39 0 1 2 46 50 2
mcs90_m3Dr6_s70_AB05 30 0 31 33 33 34 33 1 1 3 48 35 2
mcs90_m3Dr6_s70_AB06 30 0 28 29 31 32 31 0 1 2 53 47 2
mcs90_m3Dr6_s70_AB07 26 0 27 33 32 33 33 1 1 2 36 67 2
mcs90_m3Dr6_s70_AB08 27 0 28 29 30 32 30 0 1 2 43 49 1
mcs90_m3Dr6_s70_AB09 31 0 31 34 35 32 33 1 1 2 47 48 2
mcs90_m3Dr6_s80_AB00 43 9 44 48 47 45 44 7 8 9 69 62 8
mcs90_m3Dr6_s80_AB01 40 9 39 43 47 46 42 6 7 8 64 59 8
mcs90_m3Dr6_s80_AB02 41 1 42 45 47 43 45 1 2 3 65 76 5
mcs90_m3Dr6_s80_AB03 40 14 40 45 44 44 46 14 14 17 63 59 15
mcs90_m3Dr6_s80_AB04 43 6 41 43 45 48 43 5 6 6 48 54 6
mcs90_m3Dr6_s80_AB05 55 15 54 55 63 55 55 16 15 16 74 80 17
mcs90_m3Dr6_s80_AB06 53 586 44 43 45 46 44 5 5 6 64 59 6
mcs90_m3Dr6_s80_AB07 53 41 43 45 44 46 43 21 22 24 62 67 24
mcs90_m3Dr6_s80_AB08 39 12 39 43 43 45 42 12 13 13 66 64 11
mcs90_m3Dr6_s80_AB09 43 64 43 46 44 47 47 64 64 65 61 57 65
mcs90_m4D_s100_AB00 30 22 30 34 32 33 33 22 20 23 47 47 24
mcs90_m4D_s100_AB01 31 50 35 37 37 38 36 51 51 49 46 61 52
mcs90_m4D_s100_AB02 38 96 32 32 36 34 33 98 93 97 47 49 87
mcs90_m4D_s100_AB03 28 854 29 33 30 33 29 830 823 804 37 54 806
mcs90_m4D_s100_AB04 36 534 38 40 42 42 38 492 521 541 65 67 517
mcs90_m4D_s100_AB05 31 4 33 34 35 36 35 5 5 6 55 50 6
mcs90_m4D_s100_AB06 30 775 31 35 35 33 34 658 635 619 39 46 635
mcs90_m4D_s100_AB07 53 69 45 49 52 47 49 65 69 70 60 63 63
mcs90_m4D_s100_AB08 35 90 39 43 42 41 37 92 92 93 46 46 91
mcs90_m4D_s100_AB09 29 152 30 34 33 33 34 149 144 145 46 50 158
mcs90_m4D_s20_AB00 2 0 4 5 6 7 5 0 1 2 11 26 2
mcs90_m4D_s20_AB01 2 0 5 5 5 7 5 0 1 1 27 10 1
mcs90_m4D_s20_AB02 1 0 5 5 5 8 5 0 1 2 28 19 2
mcs90_m4D_s20_AB03 2 0 4 5 6 7 6 0 1 2 27 19 2
mcs90_m4D_s20_AB04 1 0 3 4 5 8 5 1 1 3 10 9 3
mcs90_m4D_s20_AB05 1 0 4 4 6 8 6 0 1 1 29 25 2
mcs90_m4D_s20_AB06 2 0 3 4 6 8 6 0 1 2 30 13 2
mcs90_m4D_s20_AB07 2 0 2 5 5 7 6 0 0 1 10 10 1
mcs90_m4D_s20_AB08 2 0 5 4 6 7 4 0 1 2 10 31 2
mcs90_m4D_s20_AB09 2 0 4 5 7 7 6 0 1 1 43 60 1
mcs90_m4D_s90_AB00 71 2 73 75 79 73 72 2 3 4 104 102 4
mcs90_m4D_s90_AB01 65 0 66 67 69 67 65 1 1 2 111 85 3
mcs90_m4D_s90_AB02 116 11 69 74 71 89 71 11 12 13 98 100 14
mcs90_m4D_s90_AB03 78 89 79 80 90 81 79 84 88 83 93 100 89
mcs90_m4D_s90_AB04 73 0 73 75 84 75 73 1 2 2 101 98 2
mcs90_m4D_s90_AB05 63 36 66 65 68 64 66 36 31 38 83 82 30
mcs90_m4D_s90_AB06 73 3 75 75 77 75 75 3 5 5 90 109 5
mcs90_m4D_s90_AB07 66 17 66 67 70 67 69 19 18 17 84 101 19
mcs90_m4D_s90_AB08 62 2 63 70 65 65 65 2 3 3 88 91 3
mcs90_m4D_s90_AB09 70 0 71 73 73 74 73 1 1 2 93 101 2
mcs90_m4Dr2_s100_AB00 32 36 35 34 34 36 33 38 37 38 51 51 35
mcs90_m4Dr2_s100_AB01 41 3 33 39 32 38 35 4 4 5 60 44 5
mcs90_m4Dr2_s100_AB02 32 7 33 36 40 38 38 8 9 8 53 45 9
mcs90_m4Dr2_s100_AB03 31 76 31 35 36 36 35 69 77 78 54 60 77
mcs90_m4Dr2_s100_AB04 38 94 40 43 40 45 46 95 90 95 56 66 94
mcs90_m4Dr2_s100_AB05 33 25 29 30 32 32 29 17 17 20 54 43 18
mcs90_m4Dr2_s100_AB06 26 42 28 30 35 32 28 41 34 40 39 39 39
mcs90_m4Dr2_s100_AB07 32 93 33 36 37 40 35 89 87 93 63 49 81
mcs90_m4Dr2_s100_AB08 31 1813 33 38 34 39 35 1699 1699 1771 40 66 1661
mcs90_m4Dr2_s100_AB09 27 1 28 31 30 32 32 2 3 4 37 44 4
mcs90_m4Dr2_s20_AB00 1 0 3 4 5 6 5 0 0 1 22 10 1
mcs90_m4Dr2_s20_AB01 1 0 4 4 5 6 5 0 1 2 39 11 2
mcs90_m4Dr2_s20_AB02 1 0 3 4 5 7 5 0 1 2 18 17 2
mcs90_m4Dr2_s20_AB03 1 0 4 5 5 7 6 0 0 1 12 12 1
mcs90_m4Dr2_s20_AB04 1 0 5 4 6 8 6 0 1 2 18 10 2
mcs90_m4Dr2_s20_AB05 1 0 4 4 5 7 6 0 1 3 10 32 2
mcs90_m4Dr2_s20_AB06 2 0 3 5 6 8 6 0 0 1 11 10 1
mcs90_m4Dr2_s20_AB07 1 0 5 4 5 6 6 0 1 2 59 15 1
mcs90_m4Dr2_s20_AB08 1 0 3 4 6 7 5 0 1 1 18 18 2
mcs90_m4Dr2_s20_AB09 1 0 3 4 5 7 5 0 1 1 35 20 2
mcs90_m4Dr2_s90_AB00 118 3 75 79 76 77 77 2 3 4 115 114 4
mcs90_m4Dr2_s90_AB01 65 0 68 72 74 69 69 0 1 2 95 117 3
mcs90_m4Dr2_s90_AB02 88 15 70 72 79 72 69 16 15 17 88 94 16
mcs90_m4Dr2_s90_AB03 87 7 79 84 91 79 88 7 8 9 116 114 10
mcs90_m4Dr2_s90_AB04 76 2 74 82 77 80 83 3 4 4 101 115 5
mcs90_m4Dr2_s90_AB05 64 1 64 68 65 68 64 2 2 4 94 82 4
mcs90_m4Dr2_s90_AB06 73 2 73 74 74 79 73 2 2 3 97 105 4
mcs90_m4Dr2_s90_AB07 88 1 63 69 72 64 70 2 2 4 85 86 4
mcs90_m4Dr2_s90_AB08 115 5 113 115 117 121 120 4 4 5 127 132 6
mcs90_m4Dr2_s90_AB09 66 2 65 70 68 70 76 2 3 4 103 83 5
mcs90_m4Dr4_s100_AB00 27 14 30 30 30 33 31 15 17 16 40 39 16
mcs90_m4Dr4_s100_AB01 41 36 29 35 33 36 34 28 31 35 39 66 33
mcs90_m4Dr4_s100_AB02 32 1925 27 31 30 30 30 1722 1745 1718 55 32 1641
mcs90_m4Dr4_s100_AB03 31 113 30 32 35 35 33 106 116 109 42 64 111
mcs90_m4Dr4_s100_AB04 38 63 42 43 44 43 43 66 65 64 53 55 64
mcs90_m4Dr4_s100_AB05 28 24 29 31 34 36 32 23 24 24 63 42 25
mcs90_m4Dr4_s100_AB06 35 180 38 42 39 41 40 180 170 172 54 58 172
mcs90_m4Dr4_s100_AB07 34 41 29 31 31 34 32 42 42 43 37 44 39
mcs90_m4Dr4_s100_AB08 33 12 32 34 36 36 38 12 13 13 42 49 14
mcs90_m4Dr4_s100_AB09 60 589 46 45 47 45 45 582 578 563 67 58 544
mcs90_m4Dr4_s20_AB00 2 0 3 4 6 7 5 0 1 4 31 32 2
mcs90_m4Dr4_s20_AB01 1 0 4 4 6 6 5 0 1 1 11 19 2
mcs90_m4Dr4_s20_AB02 2 0 4 5 6 8 6 1 2 4 23 51 3
mcs90_m4Dr4_s20_AB03 1 0 3 4 5 7 5 0 0 1 24 9 1
mcs90_m4Dr4_s20_AB04 2 0 4 6 8 8 6 0 1 2 43 31 3
mcs90_m4Dr4_s20_AB05 1 0 4 5 5 7 5 0 1 2 18 16 3
mcs90_m4Dr4_s20_AB06 3 0 4 7 6 9 7 0 1 1 24 26 2
mcs90_m4Dr4_s20_AB07 2 0 3 4 6 7 5 0 1 1 20 11 2
mcs90_m4Dr4_s20_AB08 2 0 5 6 5 7 5 0 0 1 32 8 1
mcs90_m4Dr4_s20_AB09 2 0 5 6 5 6 6 0 1 2 25 18 2
mcs90_m4Dr4_s90_AB00 66 1 66 67 73 70 64 2 3 4 90 104 4
mcs90_m4Dr4_s90_AB01 69 0 72 71 71 73 71 1 1 2 135 101 2
mcs90_m4Dr4_s90_AB02 59 1 61 64 62 62 63 2 3 4 75 97 4
mcs90_m4Dr4_s90_AB03 80 0 73 76 81 80 85 1 2 2 115 117 3
mcs90_m4Dr4_s90_AB04 68 11 68 72 67 70 69 12 11 14 106 102 13
mcs90_m4Dr4_s90_AB05 67 1 70 69 70 74 70 3 3 4 98 88 4
mcs90_m4Dr4_s90_AB06 67 16 69 68 73 67 73 18 16 19 91 99 18
mcs90_m4Dr4_s90_AB07 62 8 61 66 68 64 62 8 8 11 98 117 11
mcs90_m4Dr4_s90_AB08 59 0 61 66 64 67 68 1 1 2 100 77 2
mcs90_m4Dr4_s90_AB09 59 1 62 61 64 61 65 1 2 3 77 94 4
mcs90_m4Dr6_s100_AB00 27 3 30 33 31 33 32 2 3 5 36 47 4
mcs90_m4Dr6_s100_AB01 25 1 26 28 29 34 30 2 3 4 40 33 4
mcs90_m4Dr6_s100_AB02 31 3 33 36 34 36 35 3 4 6 53 47 6
mcs90_m4Dr6_s100_AB03 50 28 46 45 48 46 48 18 19 20 61 73 20
mcs90_m4Dr6_s100_AB04 28 220 32 35 33 35 35 221 221 207 74 52 225
mcs90_m4Dr6_s100_AB05 47 96 38 39 41 44 43 88 95 97 53 59 97
mcs90_m4Dr6_s100_AB06 33 20 35 39 37 41 36 20 22 22 43 43 22
mcs90_m4Dr6_s100_AB07 26 36 28 30 32 32 31 35 36 36 52 47 36
mcs90_m4Dr6_s100_AB08 36 1 38 40 39 42 43 2 3 4 43 45 4
mcs90_m4Dr6_s100_AB09 39 15 32 36 33 36 35 15 15 14 48 55 17
mcs90_m4Dr6_s20_AB00 2 0 3 4 6 7 7 0 1 1 10 10 1
mcs90_m4Dr6_s20_AB01 2 0 3 5 5 7 5 0 1 1 19 25 1
mcs90_m4Dr6_s20_AB02 2 0 4 5 7 7 5 0 0 1 19 23 1
mcs90_m4Dr6_s20_AB03 2 0 3 5 6 8 5 0 1 2 18 20 1
mcs90_m4Dr6_s20_AB04 3 0 5 5 6 7 5 0 0 1 19 11 1
mcs90_m4Dr6_s20_AB05 2 0 4 5 6 8 7 0 1 2 24 19 1
mcs90_m4Dr6_s20_AB06 1 0 3 4 5 8 6 0 1 2 20 19 2
mcs90_m4Dr6_s20_AB07 1 0 4 4 5 9 5 0 2 2 23 17 2
mcs90_m4Dr6_s20_AB08 1 0 3 5 5 7 4 0 1 2 18 20 2
mcs90_m4Dr6_s20_AB09 2 0 4 5 5 8 5 0 0 1 34 29 2
mcs90_m4Dr6_s90_AB00 68 5 70 74 72 70 69 4 5 7 93 96 8
mcs90_m4Dr6_s90_AB01 74 5 74 77 80 76 74 6 7 7 100 97 7
mcs90_m4Dr6_s90_AB02 62 0 63 65 65 65 66 1 2 3 85 107 3
mcs90_m4Dr6_s90_AB03 66 1 66 68 66 67 69 1 2 3 92 92 3
mcs90_m4Dr6_s90_AB04 79 4 66 66 69 66 68 4 5 7 89 89 8
mcs90_m4Dr6_s90_AB05 69 8 70 69 71 73 71 9 10 11 94 92 10
mcs90_m4Dr6_s90_AB06 64 25 63 65 69 70 67 24 24 24 78 91 23
mcs90_m4Dr6_s90_AB07 59 1 62 63 62 64 69 1 2 3 79 75 3
mcs90_m4Dr6_s90_AB08 85 0 67 71 71 70 73 1 1 2 87 100 2
mcs90_m4Dr6_s90_AB09 70 0 70 75 72 73 72 1 2 3 93 103 3
mcs90_r001_s100_AB00 32 3 32 34 36 40 36 5 5 6 66 44 7
mcs90_r001_s100_AB01 35 0 37 41 40 41 38 1 1 2 51 52 2
mcs90_r001_s100_AB02 42 0 41 40 46 44 43 0 1 2 88 57 1
mcs90_r001_s100_AB03 38 0 42 40 45 42 41 0 1 2 45 53 1
mcs90_r001_s100_AB04 35 27 37 37 41 37 37 18 17 21 58 65 19
mcs90_r001_s100_AB05 34 1 35 37 34 38 38 1 2 5 62 58 4
mcs90_r001_s100_AB06 38 1 38 40 41 40 44 1 2 4 58 61 3
mcs90_r001_s100_AB07 39 4 43 43 43 43 46 4 5 6 55 56 7
mcs90_r001_s100_AB08 37 4 38 44 41 43 42 5 6 8 63 44 7
mcs90_r001_s100_AB09 41 6 41 48 43 48 44 6 7 8 67 53 8
mcs90_r005_s100_AB00 37 1 37 41 39 40 40 1 2 6 51 54 4
mcs90_r005_s100_AB01 30 0 28 34 29 33 29 1 1 2 36 53 2
mcs90_r005_s100_AB02 31 0 32 33 33 36 34 0 1 2 43 91 2
mcs90_r005_s100_AB03 34 0 36 38 37 40 39 1 2 4 56 47 3
mcs90_r005_s100_AB04 30 0 32 34 35 37 36 1 1 2 50 47 2
mcs90_r005_s100_AB05 56 0 40 42 41 45 43 1 1 3 60 53 3
mcs90_r005_s100_AB06 31 0 32 36 35 35 34 1 2 3 40 56 5
mcs90_r005_s100_AB07 33 0 37 39 37 39 36 1 1 2 41 49 1
mcs90_r005_s100_AB08 37 0 39 41 43 41 42 1 2 3 61 68 3
mcs90_r005_s100_AB09 40 0 35 34 38 38 35 0 1 1 53 53 1
mcs90_r005_s20_AB00 2 0 5 7 6 8 7 0 0 1 23 22 2
mcs90_r005_s20_AB01 2 0 4 4 6 7 5 0 1 2 23 21 1
mcs90_r005_s20_AB02 2 0 4 5 7 8 6 0 0 1 21 29 1
mcs90_r005_s20_AB03 2 0 5 4 5 8 6 0 1 1 19 17 1
mcs90_r005_s20_AB04 2 0 3 5 7 9 6 0 1 1 24 20 2
mcs90_r005_s20_AB05 2 0 4 5 6 8 5 0 1 3 11 40 1
mcs90_r005_s20_AB06 2 0 3 5 6 7 6 0 0 1 20 12 1
mcs90_r005_s20_AB07 2 0 4 5 5 8 5 0 1 2 39 11 2
mcs90_r005_s20_AB08 2 0 5 5 5 8 6 0 0 1 38 16 1
mcs90_r005_s20_AB09 2 0 3 4 5 7 6 0 0 1 24 18 1
mcs90_r005_s25_AB00 6 0 7 7 9 10 9 0 1 2 24 25 2
mcs90_r005_s25_AB01 5 0 8 8 10 11 9 0 0 1 28 24 1
mcs90_r005_s25_AB02 5 0 7 7 9 11 9 0 1 1 20 15 2
mcs90_r005_s25_AB03 5 0 6 9 7 11 9 1 1 3 11 34 4
mcs90_r005_s25_AB04 5 0 7 7 9 10 9 1 1 3 21 33 5
mcs90_r005_s25_AB05 5 0 6 8 9 10 7 0 1 3 16 30 2
mcs90_r005_s25_AB06 4 0 7 8 8 10 9 0 1 2 28 23 2
mcs90_r005_s25_AB07 5 0 6 10 9 11 9 0 1 1 13 13 1
mcs90_r005_s25_AB08 8 0 11 9 11 14 10 0 1 2 23 23 2
mcs90_r005_s25_AB09 7 0 7 8 10 12 9 0 4 3 16 28 2
mcs90_r005_s30_AB00 3 0 5 7 7 10 7 0 1 2 28 37 2
mcs90_r005_s30_AB01 3 0 6 7 8 10 7 0 1 2 10 20 2
mcs90_r005_s30_AB02 2 0 5 5 6 8 6 0 1 1 16 12 1
mcs90_r005_s30_AB03 4 0 6 7 8 10 7 0 1 1 11 11 1
mcs90_r005_s30_AB04 3 0 6 6 7 8 6 0 0 1 30 19 1
mcs90_r005_s30_AB05 3 0 4 6 6 8 6 0 1 1 12 26 2
mcs90_r005_s30_AB06 3 0 5 5 6 9 7 0 0 1 20 20 1
mcs90_r005_s30_AB07 3 0 5 5 5 8 7 0 1 1 32 18 1
mcs90_r005_s30_AB08 3 0 5 6 6 8 6 0 1 1 20 20 3
mcs90_r005_s30_AB09 3 0 5 5 7 8 6 0 1 2 27 12 2
mcs90_r005_s35_AB00 6 0 9 9 10 11 10 0 1 2 17 28 2
mcs90_r005_s35_AB01 8 0 9 10 12 14 11 0 1 2 22 16 2
mcs90_r005_s35_AB02 5 0 7 6 10 10 7 1 1 3 14 29 3
mcs90_r005_s35_AB03 4 0 6 7 9 10 9 0 1 2 14 21 1
mcs90_r005_s35_AB04 7 0 7 10 12 13 11 0 1 2 20 16 2
mcs90_r005_s35_AB05 5 0 7 8 10 10 9 0 1 1 17 15 1
mcs90_r005_s35_AB06 6 0 7 9 10 14 9 0 0 1 28 22 2
mcs90_r005_s35_AB07 5 0 7 8 9 12 10 0 1 2 17 13 2
mcs90_r005_s35_AB08 6 0 8 9 9 12 10 0 1 1 26 15 1
mcs90_r005_s35_AB09 5 0 7 8 9 12 8 0 1 2 43 22 1
mcs90_r005_s40_AB00 8 0 10 11 12 15 11 0 1 1 18 23 1
mcs90_r005_s40_AB01 8 0 10 12 14 13 13 0 1 1 18 26 1
mcs90_r005_s40_AB02 11 0 14 13 15 16 17 0 1 1 35 30 1
mcs90_r005_s40_AB03 8 0 9 12 11 14 12 0 1 2 26 16 2
mcs90_r005_s40_AB04 9 0 11 11 14 14 14 1 1 2 25 31 2
mcs90_r005_s40_AB05 8 0 11 12 11 13 10 0 1 1 35 26 2
mcs90_r005_s40_AB06 8 0 8 9 11 13 10 0 1 2 25 20 2
mcs90_r005_s40_AB07 10 0 12 14 13 14 16 1 1 2 47 45 3
mcs90_r005_s40_AB08 8 0 11 12 13 13 13 0 1 3 40 19 2
mcs90_r005_s40_AB09 12 0 12 14 14 16 13 0 1 1 50 50 1
mcs90_r005_s50_AB00 22 0 24 24 28 28 26 0 1 2 31 56 2
mcs90_r005_s50_AB01 28 0 25 30 28 30 29 1 1 3 47 44 3
mcs90_r005_s50_AB02 28 0 24 24 27 28 25 0 1 2 32 41 2
mcs90_r005_s50_AB03 22 3 20 22 22 23 22 1 1 2 31 35 3
mcs90_r005_s50_AB04 22 0 25 28 27 29 27 0 1 1 41 32 3
mcs90_r005_s50_AB05 20 0 22 24 26 24 28 0 1 1 47 32 3
mcs90_r005_s50_AB06 27 0 26 29 30 33 32 0 1 2 46 49 3
mcs90_r005_s50_AB07 35 1 26 27 27 31 27 0 1 2 37 47 2
mcs90_r005_s50_AB08 106 0 27 30 34 31 31 0 1 2 38 41 2
mcs90_r005_s50_AB09 26 0 30 29 30 31 33 0 1 1 45 66 1
mcs90_r005_s60_AB00 15 0 17 18 20 21 18 0 1 1 30 32 1
mcs90_r005_s60_AB01 14 0 15 17 17 20 18 0 1 2 28 23 2
